File,Year,Workplace,Position,FullName,TotalIncome,Income1,Income2,Income3,Income4,Income5,Outcome1,Outcome2,RealEstateType1,RealEstateArea1,RealEstateType2,RealEstateArea2,RealEstateType3,RealEstateArea3,RealEstateType4,RealEstateArea4,RealEstateType5,RealEstateArea5,RealEstateType6,RealEstateArea6,RealEstateType7,RealEstateArea7,RealEstateType8,RealEstateArea8,RealEstateType9,RealEstateArea9,RealEstateType10,RealEstateArea10,RealEstateType11,RealEstateArea11,RealEstateType12,RealEstateArea12,RealEstateType13,RealEstateArea13,RealEstateType14,RealEstateArea14,RealEstateType15,RealEstateArea15,RealEstateType16,RealEstateArea16,RealEstateType17,RealEstateArea17,RealEstateType18,RealEstateArea18,RealEstateType19,RealEstateArea19,RealEstateType20,RealEstateArea20,RealEstateType21,RealEstateArea21,RealEstateType22,RealEstateArea22,RealEstateType23,RealEstateArea23,RealEstateType24,RealEstateArea24,RealEstateType25,RealEstateArea25,RealEstateType26,RealEstateArea26,RealEstateType27,RealEstateArea27,RealEstateType28,RealEstateArea28,RealEstateType29,RealEstateArea29,RealEstateType30,RealEstateArea30,RealEstateType31,RealEstateArea31,PropertyType1,PropertyDescription1,PropertyType2,PropertyDescription2,PropertyType3,PropertyDescription3,PropertyType4,PropertyDescription4,PropertyType5,PropertyDescription5,RelativeIncome1,RelativeIncome2,RelativeIncome3,RelativeIncome4,RelativeIncome5,RelativeIncome6,RelativeOutcome1,RelativeOutcome2,RelativeOutcome3,RelativeOutcome4,RelativeRealEstateType1,RelativeRealEstateArea1,RelativeRealEstateType2,RelativeRealEstateArea2,RelativeRealEstateType3,RelativeRealEstateArea3,RelativeRealEstateType4,RelativeRealEstateArea4,RelativeRealEstateType5,RelativeRealEstateArea5,RelativeRealEstateType6,RelativeRealEstateArea6,RelativeRealEstateType7,RelativeRealEstateArea7,RelativeRealEstateType8,RelativeRealEstateArea8,RelativeRealEstateType9,RelativeRealEstateArea9,RelativeRealEstateType10,RelativeRealEstateArea10,RelativeRealEstateType11,RelativeRealEstateArea11,RelativeRealEstateType12,RelativeRealEstateArea12,RelativeRealEstateType13,RelativeRealEstateArea13,RelativeRealEstateType14,RelativeRealEstateArea14,RelativeRealEstateType15,RelativeRealEstateArea15,RelativeRealEstateType16,RelativeRealEstateArea16,RelativeRealEstateType17,RelativeRealEstateArea17,RelativeRealEstateType18,RelativeRealEstateArea18,RelativeRealEstateType19,RelativeRealEstateArea19,RelativeRealEstateType20,RelativeRealEstateArea20,RelativeRealEstateType21,RelativeRealEstateArea21,RelativeRealEstateType22,RelativeRealEstateArea22,RelativeRealEstateType23,RelativeRealEstateArea23,RelativeRealEstateType24,RelativeRealEstateArea24,RelativeRealEstateType25,RelativeRealEstateArea25,RelativeRealEstateType26,RelativeRealEstateArea26,RelativeRealEstateType27,RelativeRealEstateArea27,RelativeRealEstateType28,RelativeRealEstateArea28,RelativeRealEstateType29,RelativeRealEstateArea29,RelativeRealEstateType30,RelativeRealEstateArea30,RelativeRealEstateType31,RelativeRealEstateArea31,RelativeRealEstateType32,RelativeRealEstateArea32,RelativePropertyType1,RelativePropertyDescription1,RelativePropertyType2,RelativePropertyDescription2,RelativePropertyType3,RelativePropertyDescription3,RelativePropertyType4,RelativePropertyDescription4,RelativePropertyType5,RelativePropertyDescription5,RelativePropertyType6,RelativePropertyDescription6,RelativePropertyType7,RelativePropertyDescription7,RelativePropertyType8,RelativePropertyDescription8,RelativePropertyType9,RelativePropertyDescription9,RelativePropertyType10,RelativePropertyDescription10
files/201708102059588.xlsx,2016,Министерство иностранных дел Кыргызской Республики,Генеральный Консул КР в г. Гуанчжоу  Китайской Народной Республики,Тентимишов Максат Ишенбекович,2558525.0,2 041 659 с. - по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",516 866 с. - компенсация,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201607192024598.xlsx,2015,"Государственное агентство архитектуры, строительства и жилищно-коммунального хозяйства      
             
             
",заместитель директора,Абдыкаров  Алмазбек Акбаралиевич,147123.0,147 123,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201611142157338.xlsx,2015,Государственная служба по борьбе с экономической преступностью при Правительстве Кыргызской Республики (Финполиция),Начальник отдела,Нарбеков Шайлообек Ширибайевич,488991.0,211 975 - по месту основной работы,27 016 - пенсия,"","","","","",дом,-,дом,-,земельный участок,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",транспортное средство,-,"","","","","","","","",250 000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017082220422513.xlsx,2016,Государственная администрация Аламудунского района Чуйской области,Глава,Джумашев Самидин Сариевич,2026585.0,308 585 с.-по месту основной работы,876 000 с.-от реализации с/х продукции и скота,"","","","","",дом,800,земельный участок с/х назначения,15 300,земельный участок (богарная пашня),26 100,земельный участок (пашня),5 100,земельный участок (пашня),8 700,земельный участок (пашня),8 700,земельный участок (пашня),2 900,земельный участок (пашня),8 700,земельный участок (пашня),58 000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Хюндай Портер, 2003г.","","","","","","","","",842 000 с.-по месту основной работы,"","","","","","","","","",торговый павильон,140,жилое помещение (под л/я),150,земельный участок,"0,08 га",земельная доля (33%),-,часть дома (50%),70,земельная доля (33%),-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Митцубиси Паджеро, 2007г.","","","","","","","","","","","","","","","","","",""
files/201609261737555.xlsx,2015,Аппарат Правительства Кыргызской Республики,Экс-эксперт,Юсупов Эмил Джайнакович,42469.0,42469,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017090722022712.xlsx,2016,Мэрия гор. Шопоков,Вице-мэр,Аслымбекова Джылдыс Джекшенбековна,327101.0,327 101 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201709131708395.xlsx,2016,Аппарат Президента КР,Ответственный секретарь,Сманбаева Жылдыз Аскарбековна,600003.0,600 003 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201609192108491.xlsx,2015,Аппарат Президента Кыргызской Республики,Инспектор,Ташкулов Тимур Дооронбекович,1164979.0,783 280,"","","","","","",квартира,"63,3",квартира,"42,3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",381 699,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Витц, 2010г.вып.",автомобиль,"Лексус RX-300, 2000г.","","","","","","","","","","","","","","","",""
files/201607182232352.xlsx,2015,Министерство чрезвычайных ситуаций Кыргызской Республики,"Директор ГА ""Сельводзащита""",Бакыев Сапарбек Мотоевич,332608.0,332 608 сом,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201709131804464.xlsx,2016,Аппарат Президента Кыргызской Республики,Эксперт,Тажиматов Санжарбек Камбарович,2921929.0,561 929 с.-по месту основной работы,"","","","","","",дом,80,многолетние насаждения,20,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,-,автомобиль,-,автомобиль,-,"","","","",360 000 с.-по месту основной работы,2 000 000 с.из других источников,"","","","","","","","",дом,82,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201611151548489.xlsx,2015,Государственная налоговая служба при Правительстве Кыргызской Республики,Экс-начальник УГНС по Бакай-Атинскому р-ну,Кудайкулов Рашид Токтоназарович,1111831.0,311 831-по месту основной работы,800 000-из других источников,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017091915342014.xlsx,2016,Аппарат Правительства Кыргызской Республики,Заместитель Руководителя Аппарата,Исакулов Жылдызбек Абдилахатович,814192.0,814 192 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201609192059014.xlsx,2015,Аппарат Президента Кыргызской Республики,Эксперт,Курамаев Азамат Азимович,568166.0,568 166,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Мерседес Даймлер Е208, 2001г.вып., V= 2799 см³","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608301757448.xlsx,2015,Конституционная палата ВС КР,Судья,Киргизбаев Куанбек Манаевич,772881.0,"527 217 (з/п), 89 664 (пенсия)","","","","","","",квартира,68,земельный участок,495,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус ES300, 2002 г.в, V-2995","","","","","","","","",156000,"","","","","","","","","",дом,235.4,квартира,96.4,квартира,95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201708222230548.xlsx,2016,Государственная администрация Алайского района Ошской области,Глава,Ташкулов Илияз Акжигитович,361163.0,361 163 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016111515472211.xlsx,2015,Государственная налоговая служба при Правительстве Кыргызской Республики,Экс-заместитель начальника УГНС по Кара-Бууринскому р-ну,Джунусалиев Рамис Майрамбекович,173460.0,173 460,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016092616073310.xlsx,2015,Аппарат Правительства Кыргызской Республики,Эксперт,Борубеков Бакытбек Сражидинович,313917.0,156 663,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,-,"","","","","","","","",157 254,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201611142218493.xlsx,2015,Государственная таможенная служба при Правительстве Кыргызской Республики,Начальник Джалал-Абадской таможни,Лолобаев Адыл Манасович,621448.0,561 448,"","","","","","",жилой дом,150,земельный участок,"0,50 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"ВАЗ 2107, 1998г.вып., V=1600 см³","","","","","","","","",60 000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016091920463010.xlsx,2015,Аппарат Президента Кыргызской Республики,Эксперт,Жанузакова Кыял Байышовна,615124.0,615 124,"","","","","","",квартира (строящаяся),"45,1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016071821555313.xlsx,2015,Министерство экономики Кыргызской Республики,Статс-секретарь,Курманова Айдай Эркиновна,660026.45,"660 026,45 сом","","","","","","",квартира,54.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"CHEVROLET BLAZER, 1998г.в,     V-4,3, 1GNDT13W7WK192732","","","","","","","","","","","","","","","","","",""
files/2017090716190115.xlsx,2016,Муниципальная администрация мэрии гор.Бишкек по Первомайскому району,Глава,Алиев Аскербек Тукешович,1063443.0,692 086 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",298 357 с.-по месту основной работы,73 000 с.-пенсия,"","","","","","","","",часть дома,"325,4",земельный участок,"0,5 га",земельный участок,"0,93 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201708042112539.xlsx,2016,Государственная таможенная служба при Правительстве Кыргызской Республики,Заместитель председателя,Бердалиев Шамиль Шамшиевич,949602.0,949 602 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",квартира,"29,6",квартира,"39,7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус, 2011г., V=4600","","","","","","","","","","","","","","","","","",""
files/201611142221046.xlsx,2015,Государственная таможенная служба при Правительстве Кыргызской Республики,Начальник управления,Сатарбеков Чынгыз Шекербекович,3877690.0,547 690 - по месту основной работы,2 200 000 - от продажи автомобилей,1 130 000- от реализации скота,"","",2 964 000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Ленд Крузер, 2013г.вып., V=4461","","","","","","","","","","","","","","",980 000,"","","",квартира,"213,7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота РАВ 4, 2007г.вып., V=1998","","","","","","","","","","","","","","","","","",""
files/201709182137519.xlsx,2016,Аппарат Правительства КР,Заведующий отделом,Аалиев Азиз Кубанычбекович,4842992.5,"842 992,5 с.-по месту основной работы","","","","","","",земельный участок,680,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4 000 000 с.-от предприн.деят,"","","","","","","","","",квартира,70,квартира,"55,7",квартира,52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016070721033815.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Депутат,Алтынбеков Айбек Алтынбекович,5778894.84,"1 271 894,84 сома","","","","","","",земельный участок,-,земельный участок,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4 507 000 сомов,"","","","","","","","","",дом,"117,0",квартира,"50,9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Авенсис, 2004г., V=1998г., куз.№SB1BJ56L10E017739",автомобиль,"Лексус GX470, 2003г., V=4664,JTJBT20X830001391 ",автомобиль,"Тойота Ленд Крузер, 2014г., V=4608, JTMHX05J5J504072045","","","","","","","","","","","","","",""
files/201611142220132.xlsx,2015,Государственная таможенная служба при Правительстве Кыргызской Республики,Заместитель начальника Ошской таможни,Ражабалиев Нурлан Аскаралиевич,364696.0,343 416,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21 280,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Хонда CRV, 2012г.вып., V=2351 см³","","","","","","","","","","","","","","","","","",""
files/201708232307064.xlsx,2016,"Государственная администрация Аксыйского  района Джалал-Абадской области               
             
",Экс- первый заместитель главы,Кубатбеков Шайлообек Мамадалиевич,130000.0,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Мерседес, 2000г.","","","","","","","","",130 000 с.-по месту основной работы,"","","","","","","","","",квартира,"72,4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017082221345011.xlsx,2016,Государственная администрация Сокулукского района Чуйской области,Глава,Кенжебаев Аманкан Батырбекович,4352649.0,348 413 с.-по месту основной работы,"4 004 236 с.-от продажи КРС, МРС и растениеводства","","","",951 866 с.,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",груз/автомобиль,"ГАЗ GH, 1999г.","","","","","","","","","","","","","","","","","","",дом (50%),120,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус LX, 2005г.","","","","","","","","","","","","","","","","","",""
files/201709182149023.xlsx,2016,Аппарат Правительства КР,Заведующий отделом,Айтбаев Урмат Шакиралиевич,413634.25,"292 264,25 с.-по месту основной работы","","","","","","",дом,"54,5",квартира,"77,7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",121 370 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017090820472810.xlsx,2016,Мэрия гор. Исфана,Вице-мэр,Камалов Зафаржон Шухратжанович,230020.0,230 020 с. по месту основной работы,"","","","","","",квартира,"81,3",киоск,"83,28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016091920412811.xlsx,2015,Аппарат Президента Кыргызской Республики,Эксперт,Айылчиев Алмаз Асимович,666089.0,603 174,"","","","","","",квартира,"43,8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",62 915,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608121727451.xlsx,2015,Аламудунский районный суд,Судья,Аттокуров Жолдошбек Абдрахманович,538799.0,538799,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201607192206231.xlsx,2015,Социальный фонд Кыргызской Республики,Первый заместитель председателя,Абжапаров Тенизбек Жусупбекович,1089075.0,584 075 - з/пл,336 000 - доход от реализации скота,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",169 000,"","","","","","","","","",квартира,54,квартира,124,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Мерседес Бенц, 1994г вып.","","","","","","","","","","","","","","","","","",""
files/201609261629251.xlsx,2015,Аппарат Правительства Кыргызской Республики,Заведующий сектором,Кадыров Ысмайыл,1247602.0,797 626 - по месту основной работы,253 500 -пенсия,"","","","","",дачный дом,"0,0849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",126 476 - по месту основной работы,70 000 - пенсия,"","","","","","","","",квартира,"39,63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017090821294711.xlsx,2016,Мэрия гор.Кызыл-Кия,Руководитель аппарата,Тойчиев Мирланбек Модинбекович,323724.35,"274 464,35 с.по месту основной работы","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49 260 с.по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016071822332015.xlsx,2015,Министерство чрезвычайных ситуаций Кыргызской Республики,Директор Кыргызгидромет,Итибаев Зарылбек Сагындыкович,735211.61,"735 211,61 сом","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"БМВ Х5, 2002 г.в, V-4398,кузов  № WBAFB3100OLP09687","","","","","","","","","","","","","","","","","","",дом,177,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608101554075.xlsx,2015,Свердловский районный суд г.Бишкек,Экс-судья,Саралинова Айнура Меровна,4000.0,4000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016092616572313.xlsx,2015,Аппарат Правительства Кыргызской Республики,Эксперт,Мусуралиев Азамат Кубатбекович,540575.0,540575,"","","","","","",квартира,45,квартира,45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Ист,     2003 г.в, V-1,5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201607192201062.xlsx,2015,Генеральная прокуратура Кыргызской Республики,Заместитель Генерального прокурора,Усманова Людмила Юрьевна,4159824.0,545 824 - з/пл,812 000 - доходы от гражд.-прав.сделок,"","","",1 276 000,"",квартира,"74,9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Лексус-GX470, 2004г вып., V-4664Б","","","","","","","","",780 000 - доходы от адвокатской деят.,2 022 000 - доходы от гражд.-прав.сделок,"","","","",442 200,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Мерседес Бенц 600, 2001г вып., V-5786","","","","","","","","","","","","","","","","","",""
files/201607191820078.xlsx,2015,Государственная служба финансовой разведки при Правительстве Кыргызской Республики,Статс-секретарь,Садыков Болот Алымкулович,864291.0,"368 299 (заработная плата), 72 100 (материальная помощь), 252 600 (пенсия), 15 500 (от педагогической деятельности)","","","","","","",квартира,30.2,гараж,14.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",155792,"","","","","","","","","",квартира,99.2,киоск,15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608152031316.xlsx,2015,Таласский областной суд,Судья,Жамангулов Жыргалбек Жамангулович,1027492.0,1027492,"","","","","","",дом,63.4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
